qid,name,pageviews_sum_global,langs_seen
Q41142,Jane Fonda,47189,de,en,es,fr
Q96755,Antonio Rüdiger,47188,de,en,es,fr
Q17230350,Mackenyu,47145,ja
Q721491,Vincent Bolloré,47063,fr
Q17221634,Aju Makita,47052,ja
Q56318183,Othman Nasrou,47047,fr
Q13133,Michelle Obama,47031,en
Q3082139,Franck Gastambide,47002,fr
Q30925968,Anna Nakagawa,46901,ja
Q6781210,Maryjun Takahashi,46881,ja
Q89408744,Yūka Kageyama,46842,ja
Q65029061,Self Esteem,46784,en
Q86105,Howard Carpendale,46768,de
Q103756,Eddy Merckx,46640,es,fr
Q910687,Yuika Motokariya,46585,ja
Q456207,Yoko Minamino,46574,ja
Q113644511,Ray Nicholson,46490,en
Q11363461,Miho Nakazono,46478,ja
Q105221,Dan Aykroyd,46376,de,en
Q112536,Joey King,46338,de,en,es,fr
Q3296425,Maria Antonieta de las Nieves,46224,es
Q2698272,Demetrious Johnson,46211,en,fr,ja
Q82816,Daniel Ricciardo,46179,en,es,fr
Q132462091,Masaki Hashimoto,46170,ja
Q153330,Prince Andrew, Duke of York,46162,de,en,fr
Q201279,Woody Harrelson,46150,de,en
Q22126182,Erika Karata,46149,ja
Q368682,Ruben Amorim,46131,en,es,fr
Q42302288,Tenshin Nasukawa,46069,ja
Q234598,Hikaru Utada,45961,ja
Q229952,Brenda Blethyn,45961,de,en
Q229442,Twiggy,45933,de,en,fr
Q11648493,Kazuma Suzuki,45803,ja
Q63070,Mary Magdalene,45779,de,en,es,fr
Q456747,Vitaa,45767,fr
Q313638,Lafcadio Hearn,45647,ja
Q1631,Édith Piaf,45535,es,fr
Q321892,Jirō Ishiba,45533,ja
Q110374,Bill Paxton,45471,de,en,fr
Q467661,Princess Nobuko, Princess Tomohito of Mikasa,45444,ja
Q2976160,Robert Ménard,45437,fr
Q1700270,Martin Brambach,45320,de
Q5721,Philippe Pétain,45315,de,fr
Q1074012,Marika Matsumoto,45306,ja
Q1019016,Bärbel Bas,45306,de
Q207197,Gene Simmons,45239,en,es
Q11461244,Nana Komatsu,45130,ja
Q230677,Madame du Barry,45087,fr
Q2677,Wilhelm II,44976,de
Q38849,Shintarō Ishihara,44930,ja
Q1042876,Mikako Ichikawa,44913,ja
Q466982,Line Renaud,44897,de,fr
Q1752,Macrinus,44811,de,en,es,fr
Q1137510,Yui Aragaki,44794,ja
Q73889193,Daisy Edgar-Jones,44740,de,en
Q18545894,Ayumi Hirodo,44724,ja
Q118185675,Yenesi,44603,es
Q55600173,Vinnie Dargaud,44578,fr
Q357613,Salomón Rondón,44536,en,es,fr
Q251683,Ángel Di María,44522,en,es,fr
Q133050,Susan Sarandon,44491,de,en,es
Q1142789,Miki Fujimoto,44397,ja
Q3925,Grace Kelly,44344,de,en,es,fr,ja
Q9007552,Asami Miura,44328,ja
Q77027,Anke Engelke,44323,de
Q359480,Fumio Kishida,44304,ja
Q193982,Sinéad O'Connor,44141,de,en,es,fr
Q3559703,Vincent Lagaf',44093,fr
Q220308,Seth Rogen,44088,de,en
Q254403,Julie Zenatti,44074,fr
Q391359,David Harbour,44071,de,en
Q11259198,Noriko Eguchi,44036,ja
Q180850,Tom Jones,44025,de,en
Q165421,Jacqueline Kennedy Onassis,44012,de,en,es
Q460361,Toshiyuki Morikawa,43985,ja
Q26517,Luis Suárez,43982,en,es,fr
Q11516284,Yumiko Udō,43977,ja
Q365144,Caitlyn Jenner,43925,de,en,fr
Q84461042,Minami Sakuma,43887,ja
Q492219,Eko Fresh,43856,de
Q106529,Alain Delon,43831,de,es,fr
Q901949,Fujiwara no Shōshi,43824,ja
Q11558076,Kenta Hamano,43822,ja
Q24873911,Suzuka Chinzei,43790,ja
Q466111,Melody,43784,es
Q49561427,Bryan Mbeumo,43771,en,fr
Q917318,Tōru Furuya,43758,ja
Q237290,Keeley Hawes,43754,de,en
Q2018087,Olaf Schubert,43690,de
Q460431,Nicholas Winton,43657,de,en,fr
Q1105021,Dulquer Salmaan,43621,en
Q34975,Brian Cox,43618,de,en
Q65123837,Anna Sawai,43583,en,ja
Q189400,Brooke Shields,43565,de,en,es,fr,ja
Q39666,Penélope Cruz,43513,de,en,es
Q129961760,Beéle,43500,es
Q76819,Christoph Waltz,43494,de,fr
Q2465253,Tatiana Silva,43435,fr
Q873168,Shunsuke Kazama,43424,ja
Q20042470,Hiccorohee,43420,ja
Q1139714,Kiichi Nakai,43400,ja
Q234434,Juno Temple,43359,de,en
Q96273606,Yūna Kogawa,43324,ja
Q18415216,Roland Perez,43321,fr
Q1192037,Juri Ueno,43296,ja
Q1135347,Toshirō Yanagiba,43281,ja
Q11649272,Seiya Suzuki,43182,ja
Q57391,Til Schweiger,43177,de
Q2656242,Blanca Suárez,43109,es
Q11530062,Mayu Matsuoka,43088,ja
Q169248,Rina Kawaei,43077,ja
Q240885,Sylvie Vartan,43041,fr
Q556149,Raphaël Glucksmann,43036,fr
Q28692447,Sakura Kiryū,42994,ja
Q27655361,Jisoo,42965,en,es,fr
Q1321767,Rentarō Mikuni,42948,ja
Q3276472,Masako Natsume,42945,ja
Q40615,Marc Márquez,42864,de,en,es,fr
Q1344415,Yusaku Matsuda,42851,ja
Q11496300,Junki Tozuka,42844,ja
Q326856,Jeanette Biedermann,42735,de
Q1621643,Miguel Ángel Félix Gallardo,42732,es
Q738404,Juan Gabriel,42697,es
Q315243,Pierre Richard,42681,fr
Q107711236,Imane Khelif,42680,de,en,fr,ja
Q11629738,Nanase Nishino,42678,ja
Q1021987,Misako Tanaka,42674,ja
Q52392,Tim Curry,42635,de,en,fr
Q11537690,Mizuho Umemura,42562,ja
Q558010,Ann-Katrin Berger,42509,de
Q892,J. R. R. Tolkien,42503,de,es,fr
Q907774,Kyuji Fujikawa,42422,ja
Q1197220,Satomi Ishihara,42417,ja
Q2992739,Hiroshi Fujioka,42403,ja
Q30302769,Kaitlan Collins,42397,en
Q1193035,Yutaka Takenouchi,42348,ja
Q24275199,Slimane,42345,fr
Q192812,Hayden Christensen,42295,en,ja
Q9307732,Shōta Watanabe,42269,ja
Q1375057,Kendall Jenner,42235,en,es,fr
Q60991047,Yuki Ishihara,42172,ja
Q544856,Carlos Sainz Jr.,42168,en,es,fr
Q1138439,Kyōka Suzuki,42095,ja
Q118592664,Soya Kurokawa,42063,ja
Q125451531,Yuno Nagao,42000,ja
Q43773,Markus Lanz,41992,de
Q1355841,Shō Hayami,41964,ja
Q60461010,Evelyn Burdecki,41957,de
Q11200621,Yūji Sakamoto,41936,ja
Q124619453,Tony Bauer,41928,de
Q46138822,Jean-Philippe Tanguy,41903,fr
Q14550285,Shōri Satō,41818,ja
Q27917959,Natsumi Tsunoda,41807,ja
Q2209514,Sabin Tambrea,41804,de
Q108159340,Arda Güler,41803,en,es,fr
Q951025,Marc Lavoine,41794,fr
Q9327,Guy de Maupassant,41769,fr
Q28964087,Sophia Chikirou,41747,fr
Q40531,John Wayne,41727,de,en,es
Q216569,Roy Scheider,41685,de,en,es
Q108304,Giovanni Zarrella,41624,de
Q1250861,Karen Carpenter,41593,en,es,ja
Q105703938,Kaito Sakurai,41581,ja
Q2406812,Princess Tenko,41517,ja
Q33297140,Alexis Mac Allister,41506,de,en,es,fr
Q55128479,Clara Luciani,41465,fr
Q26678511,Lisa Eckhart,41461,de
Q2718418,Miguel Ángel Russo,41427,es
Q3548203,Hideki Saijō,41381,ja
Q31180625,Kim Hye-seong,41371,ja
Q21040300,Na In-woo,41362,ja
Q2849435,Angelines Fernández,41361,es
Q29570183,Aurore Bergé,41359,fr
Q3183413,Atsumi Tanezaki,41323,ja
Q238464,Simon Pegg,41283,de,en,fr,ja
Q1093577,Vadim Schneider,41225,fr
Q37628,Mila Kunis,41204,de,en,es,fr
Q117012,Yoko Ono,41203,de,en,ja
Q11560233,Moe Fukada,41195,ja
Q187413,Álvaro Uribe Vélez,41122,es
Q3031692,Horacio Gómez Bolaños,41056,es
Q13099808,Fumino Kimura,41056,ja
Q200355,Olivia Wilde,41052,de,en,fr
Q126992672,Takahiro Anno,40983,ja
Q345494,Ryuichi Sakamoto,40948,ja
Q157,François Hollande,40863,fr
Q76334,Boris Becker,40862,de,fr
Q83566876,Ibai Llanos,40791,es
Q2942097,Catherine Vautrin,40789,fr
Q1075328,Sanma Akashiya,40789,ja
Q2834400,Alexia Laroche-Joubert,40782,fr
Q101200178,Yuzuna Nagase,40724,ja
Q1698,Serge Gainsbourg,40704,fr
Q190386,Rachel McAdams,40669,de,en,es,fr
Q61996306,Arman Tsarukyan,40656,en,es
Q8977475,Eikō Kano,40641,ja
Q92923853,Kotake Seigikan,40639,ja
Q484779,Luc Besson,40631,fr
Q130377475,Yoshiko Ishiba,40609,ja
Q180455,Aristotle Onassis,40596,de,en,es
Q213512,Bill Cosby,40590,de,en,es
Q44298,Bastian Schweinsteiger,40556,de,es
Q1408245,Sarah Engels,40397,de
Q186429,Gaël Monfils,40391,en,es,fr
Q65030599,Jack Draper,40366,de,en,fr
Q851217,Ikki Sawamura,40353,ja
Q18821745,Canserbero,40343,es
Q449540,Ichijō,40306,ja
Q102246661,Teruaki Satō,40287,ja
Q1193077,Yutaka Ozaki,40240,ja
Q173637,Ice Cube,40181,de,en
Q56367821,Gorō Kishitani,40107,ja
Q42613001,Camille Lellouche,40073,fr
Q84158344,Nick Woltemade,40063,de
Q2701277,Ryō Kimura,40024,ja
Q38276919,Ryōta Suzuki,40003,ja
Q933434,Michel Drucker,40001,fr
Q3100615,Geneviève Darrieussecq,39999,fr
Q9016731,Rena Nōnen,39993,ja
Q1108449,Tomer Sisley,39905,fr
Q208258,France Gall,39773,fr
Q61099,Karoline Herfurth,39742,de
Q1154190,Tatsurō Yamashita,39706,ja
Q1405,Augustus,39678,de,es,fr
Q45772,Christian Bale,39629,de,en,es
Q345,Mary,39611,en,es,fr
Q462403,Lio,39602,fr
Q1639968,Ander Herrera,39600,es
Q10855296,Masahiro Kōmoto,39567,ja
Q115332579,Estevão,39531,en,es
Q155700,Chris Brown,39467,de,en,fr
Q21782661,Iris Mittenaere,39368,fr
Q16730480,Jul,39344,fr
Q1041749,Kōji Tamaki,39326,ja
Q311669,Shōkō Asahara,39305,ja
Q1141809,Masaharu Fukuyama,39230,ja
Q5081361,Charles Oliveira,39181,en,es,fr,ja
Q3304492,Eugenio Derbez,39079,es
Q231911,Sofía Vergara,39077,de,en,es
Q6128516,Silvia Alonso,39055,es
Q12897,Pelé,38976,es,fr
Q3810134,Josef Fritzl,38874,de
Q3544844,Maiko Itō,38842,ja
Q873876,Ittoku Kishibe,38826,ja
Q110644260,Endrick,38826,en,es,fr
Q43426837,Ukyo Shuto,38775,ja
Q62510,Heike Makatsch,38760,de
Q82674,Mary I of England,38754,de,en,es,fr
Q41314,Bobby Fischer,38754,de,en,es,fr
Q875644,Shōta Sometani,38744,ja
Q774253,Joseph Gregory Hernández,38714,es
Q131552,Catherine de' Medici,38705,en,es,fr
Q18363,Alfonso XIII,38701,es
Q21583218,Hazel Brugger,38691,de,en
Q192278,Pancho Villa,38681,es
Q11644835,Satomi Shigemori,38677,ja
Q3544761,Masaaki Sakai,38662,ja
Q841845,Masumi Kuwata,38655,ja
Q1322220,Yūjirō Ishihara,38651,ja
Q99670930,Bradley Barcola,38625,en,es,fr
Q1950037,Motsi Mabuse,38619,de,en
Q15457316,Robert Geiss,38541,de
Q3178728,Jesse Lewis,38516,ja
Q13784739,Alexander Sørloth,38392,en,es,fr,ja
Q9012832,Jorge Luis Ochoa Vásquez,38388,es
Q143945,Carla Bruni,38373,de,es,fr
Q1075069,Rei Kikukawa,38364,ja
Q134077,Rachel Weisz,38309,de,en,es,fr
Q189307,Reinhold Messner,38250,de
Q180553,Alexis Sánchez Chileno,38225,en,es
Q78766,Elyas M'Barek,38188,de
Q378450,Sakamoto Ryōma,38187,ja
Q15873,Brian May,38141,de,en,es,fr
Q214574,Jan Josef Liefers,38129,de
Q1703833,Jorge González,38120,de
Q17686476,Rinka Kumada,38105,ja
Q313654,Tomohisa Yamashita,38051,ja
Q1690316,Joachim Meyerhoff,37999,de
Q38136,Marcelo Vieira,37954,en,es,fr
Q259968,Émilie Dequenne,37906,fr
Q64748320,Jhon Durán,37846,en,es,fr
Q17704749,Karol Nawrocki,37846,de,en
Q79808914,Shōta Morishita,37832,ja
Q214226,Lauryn Hill,37820,de,en,fr
Q48187,Eric Clapton,37812,de,en,es,fr,ja
Q6555861,Lioness Asuka,37760,ja
Q230123,Elsa Pataky,37745,de,es,fr
Q7678543,Taku Yamamoto,37711,ja
Q966693,William Zabka,37697,de,en,es
Q65012920,Drew Starkey,37689,en,fr
Q11488307,Shōta Gogami,37598,ja
Q60613901,Kyōnosuke Kameda,37584,ja
Q314712,Barry Bonds,37580,en,ja
Q332032,Alice Cooper,37508,de,en,fr
Q968242,Hiraga Gennai,37446,ja
Q541599,Dolores O'Riordan,37432,en,es,fr
Q737533,Louis XIII of France,37412,es,fr
Q11554827,Fusaho Izumi,37343,ja
Q11869065,Kaja Kallas,37318,de,en
Q2429104,Thorsten Frei,37289,de
Q129857,Francis I of France,37198,fr
Q116923606,Samu Aghehowa,37187,en,es,fr
Q1060139,Sakura Andō,37107,ja
Q61625543,Luisa Neubauer,37080,de
Q106255,Jean-Paul Belmondo,37041,de,fr
Q194045,Steven Tyler,37038,en,es,fr
Q22117711,Kōyō Aoyagi,37013,ja
Q7967127,Wanda Nara,36998,es
Q5358224,Yuri Nakamura,36921,ja
Q228645,Ashley Judd,36916,de,en,es,fr
Q483203,Sting,36901,de,en,es
Q271640,Helena Noguerra,36828,fr
Q162389,Tony Curtis,36776,de,en,es,fr
Q463945,Teresa Teng,36775,ja
Q28068790,Yosuke Sugino,36726,ja
Q6912627,Taishi Nakagawa,36714,ja
Q6968794,Nathalie Emmanuel,36631,en,fr
Q61467027,Carolina Yuste,36605,es
Q161819,Julie Andrews,36599,en,fr
Q969423,Keylor Navas,36546,es,fr
Q35453766,Claudia Obert,36452,de
Q23948963,Rikako Yagi,36412,ja
Q19810390,Charlie Puth,36360,en,ja
Q2829653,Alain Chamfort,36334,fr
Q11679159,Asuka Saitō,36312,ja
Q1276,Leonard Cohen,36240,de,es,fr
Q55536620,Takeo Ōtsuka,36239,ja
Q1472644,Susanne Daubner,36176,de
Q21060390,Lee so-ho,36130,en,es,ja
Q18670428,Beatriz Talegón,36122,es
Q7477615,Frauke Petry,36113,de
Q9191,René Descartes,36104,es,fr
Q382420,Damon Wayans,36092,en,fr
Q7520267,Simone Biles,36078,de,en,es,fr
Q15304363,Hotaka Yamakawa,36070,ja
Q1051891,Nanami Sakuraba,36022,ja
Q9068,Voltaire,35988,fr
Q869768,Arata Iura,35964,ja
Q291392,Michèle Laroque,35938,fr
Q1716,Renaud,35887,fr
Q1347933,Kumiko Asō,35877,ja
Q271464,Terry Crews,35865,en,es
Q187033,Sally Field,35864,de,en,es
Q9358,Friedrich Nietzsche,35811,de,es,fr
Q1187672,Miori Takimoto,35788,ja
Q449240,Anémone,35785,fr
Q86294,Jens Spahn,35784,de
Q59215,Robert Redford,35774,de,en,es,fr
Q232072,Julia Louis-Dreyfus,35741,de,en
Q43567875,Kevin Kühnert,35731,de
Q288477,Éric Zemmour,35727,fr
Q83566,Isabel Allende,35689,de,es,fr
Q253690,Kō Shibasaki,35685,ja
Q356719,Carlos Ghosn,35678,en,fr,ja
Q3491023,Sophie Primas,35676,fr
Q909492,Christel Takigawa,35625,ja
Q40895143,Tino Chrupalla,35621,de
Q16740530,Hiyori Sakurada,35591,ja
Q195371,Cantinflas,35550,es
Q104032664,Maud Bregeon,35538,fr
Q50822527,Aitana,35455,es
Q16264443,Seiji Uebayashi,35423,ja
Q8018,Augustine of Hippo,35408,es,fr
Q5428556,Erika Ikuta,35404,ja
Q847507,Damien Sargue,35372,fr
Q8972391,Yūki Imai,35366,ja
Q67219567,Laura Felpin,35321,fr
Q17686882,Ryoma Takeuchi,35297,ja
Q11385029,Sano Masakoto,35266,ja
Q448021,Alain Chabat,35249,fr
Q175104,Jennifer Love Hewitt,35246,en,es,fr
Q67498337,Misato Morita,35236,ja
Q192671,Arturo Vidal,35234,es,fr
Q24040743,Anne-Dauphine Julliand,35217,fr
Q7326,Hernán Cortés,35216,es
Q3379815,Philippe Etchebest,35174,fr
Q110103620,Jeannette Jara,35149,es
Q213864,Paul Walker,35127,de,en,es,fr,ja
Q459676,Marie-Anne Chazel,35091,fr
Q11475780,Yukino Kishii,35016,ja
Q68110339,Emilia Mernes,34981,es
Q96091,Anna-Maria Zimmermann,34922,de
Q290963,Hideko Takamine,34875,ja
Q310785,Marlon Wayans,34858,en,es
Q312661,Jamel Debbouze,34854,de,fr
Q297644,Kakuei Tanaka,34851,ja
Q315763,Bill Pullman,34826,de,en
Q62398,Günther Jauch,34811,de
Q238907,Keiko Kitagawa,34759,ja
Q59381180,Julián Alvarez,34702,en,es,fr
Q76906,Dieter Bohlen,34686,de
Q1377821,Shingo Katori,34684,ja
Q123860099,Misaki Ōnita,34677,ja
Q1036269,Taiyo Sugiura,34606,ja
Q84554649,Yuki Kawamura,34567,en,ja
Q332485,Silvia Pinal,34554,es
Q104012678,Ado,34516,ja
Q2964775,Chris Kyle,34495,de,en,es,fr
Q76658,Frank-Walter Steinmeier,34475,de
Q11121896,Tenka Hashimoto,34421,ja
Q7750,Louis XVIII of France,34395,fr
Q23774055,Pierre Lottin,34382,fr
Q114797166,Ski Aggu,34373,de
Q3037010,Doria Tillier,34343,fr
Q8442,Otto von Bismarck,34242,de
Q154971,Charlotte of Belgium,34214,de,en,es,fr
Q653942,Marine Lorphelin,34191,fr
Q105258926,Mizoguchiyūji,34179,ja
Q8061867,Yusei Kikuchi,34134,ja
Q65029955,Kaishu Sano,34131,ja
Q1074653,Hiroki Kokubo,34088,ja
Q201589,Queen Letizia of Spain,34086,de,es,fr
Q102124,Sigourney Weaver,34058,de,en,es,ja
Q11537895,Masaru Sakurai,34056,ja
Q301818,Aaron Carter,34027,de,en,es
Q123865516,Ève Gilles,33996,fr
Q844333,Prince Hisahito of Akishino,33940,en,ja
Q504,Émile Zola,33935,fr
Q211553,Ken Watanabe,33840,ja
Q3286742,Manuel Alejandro,33764,en,es
Q737578,Jean-Louis Aubert,33750,fr
Q66364971,Gordon Maeda,33727,ja
Q60373974,Koba LaD,33703,fr
Q66606355,Pedri,33641,es,fr
Q213670,Sido,33619,de
Q1154195,Ken Matsudaira,33593,ja
Q55419,Klaus Kinski,33588,de,fr
Q23365,Jeremy Renner,33567,de,en,es,fr
Q11584986,Anna Ishii,33550,ja
Q706258,Yasuo Tanaka,33508,ja
Q1894,Memphis Depay,33437,en,es,fr
Q17361426,Shō Hirano,33437,ja
Q270335,Jenifer,33419,fr
Q126388611,Zartmann,33411,de
Q185649,Miklós Fehér,33408,en,es,fr
Q286570,Tia Carrere,33407,de,en,fr
Q1202173,Mirai Shida,33391,ja
Q19701671,Camille Lou,33383,fr
Q848281,Kazuhiro Kiyohara,33345,ja
Q234644,Elizabeth Olsen,33343,en,es,fr
Q36386,Lothar Matthäus,33341,de
Q11594440,Kōji Fukutani,33325,ja
Q3276668,Cha Katō,33300,ja
Q231096,Léa Seydoux,33289,de,en,fr
Q44606,Gackt,33264,ja
Q128840960,Hyōroku,33256,ja
Q11438285,Shizuka Ōishi,33247,ja
Q182276,Benito Juárez,33228,es
Q229147,Kelly McGillis,33211,de,en,fr,ja
Q920726,Britta Haßelmann,33207,de
Q109608,Sophia Thomalla,33096,de,fr
Q317685,Osamu Dazai,33071,ja
Q114658103,Sarah Saldmann,33069,fr
Q1986254,Sonia Rolland,33068,fr
Q453080,Narumi Takahashi,33044,ja
Q3550085,Yūta Koseki,33029,ja
Q43874,Eddie Murphy,33020,de,en,fr
Q1074708,Takao Ōsawa,33009,ja
Q1736694,Katrin Bauerfeind,32974,de
Q311447,Francisco de Miranda,32936,es
Q3167934,Jean-Michel Aphatie,32892,fr
Q11666682,Marie Iitoyo,32840,ja
Q192667,Manuel Noriega,32825,de,en,es
Q3490899,Sophie Davant,32823,fr
Q5360534,Yua Shinkawa,32804,ja
Q173158,Ben Kingsley,32792,de,en,es,fr
Q183074,Sor Juana Inés de la Cruz,32754,es
Q315565,Kiichi Miyazawa,32752,ja
Q11604519,Soshina,32747,ja
Q56350130,Kanata Hosoda,32742,ja
Q136986,Mauro Icardi,32713,es
Q25176084,Susanne Steiger,32660,de
Q1411001,Nicola Sirkis,32597,fr
Q22279524,Otto Warmbier,32558,de,en,ja
Q314403,Guillaume Canet,32522,es,fr
Q20641621,Guillermo Viscarra,32487,es
Q11372802,Kazuki Inoue,32486,ja
Q66828443,Yui Narumi,32472,ja
Q131433,Shania Twain,32469,de,en
Q449924,Sho Sakurai,32425,ja
Q1358685,Simón Rodríguez,32417,es
Q11437367,Ayaka Ōtsu,32394,ja
Q722660,David Hallyday,32382,fr
Q150688,Porfirio Díaz,32377,es
Q234447,Felicity Jones,32371,en,es,fr,ja
Q2266390,Sylvain Tesson,32351,fr
Q1042970,Misako Renbutsu,32341,ja
Q20666534,Antoine Dupont,32330,fr
Q1021243,Michael Rockefeller,32323,de,en,es
Q4636,Barbra Streisand,32322,de,en
Q1041764,Ryoko Yonekura,32322,ja
Q110416306,Elsa Bois,32310,fr
Q1629898,Jessy Wellmer,32270,de
Q11638712,Kensuke Kondo,32269,ja
Q382389,Jacques Audiard,32233,es,fr
Q2514,Willy Brandt,32210,de
Q3548734,Tatsuya Ishii,32181,ja
Q3193297,Karine Le Marchand,32135,fr
Q331953,Kazuyoshi Miura,32122,es,ja
Q11534568,Yuki Yanagita,32116,ja
Q13865408,Joshua Kimmich,32104,de
Q460960,Queen Máxima of the Netherlands,32098,de,es,ja
Q317654,Raul Julia,32093,de,en,es,fr
Q119069,Vicente Fernández,32019,es
Q29988852,Angel Gomes,32014,en,fr
Q11678366,Chō Kuroyanagi,32002,ja
Q5770223,Hiroiki Ariyoshi,31984,ja
Q1154469,Kikuko Inoue,31968,ja
Q1054601,Ayumi Ishida,31955,ja
Q11605483,Saya Ichikawa,31947,ja
Q1453544,Shizuka Ijūin,31884,ja
Q32484,Marc Dutroux,31850,fr
Q47516,Pierre Littbarski,31820,de
Q67438,Clueso,31819,de
Q10856025,Kiyoshi Nakahata,31796,ja
Q347428,Jun Matsumoto,31785,ja
Q741655,Nicolas Bedos,31752,fr
Q430602,Sayaka Kanda,31743,ja
Q845316,Shinnosuke Abe,31740,ja
Q5360024,Takahiro Miura,31734,ja
Q91012851,Pauline Chalamet,31727,de,en
Q11580823,Naoki Hyakuta,31723,ja
Q1015876,Shinwa Kataoka,31716,ja
Q117789155,Trey Cabbage,31662,ja
Q20829624,Hayato Isomura,31635,ja
Q2864966,Arthur,31603,fr
Q8966766,Haru,31560,ja
Q106479909,Yūsuke Kawai,31525,ja
Q286890,Harold Ramis,31513,de,en
Q186256,Ferdinand VII of Spain,31501,es
Q1154259,Shinji Tanimura,31420,ja
Q486381,Prince Tomohito of Mikasa,31410,ja
Q392329,Shintaro Fujinami,31402,ja
Q100604,Tina Ruland,31363,de
Q7446719,Seiichiro Murakami,31316,ja
Q42055714,Elena Rybakina,31304,en,fr
Q185165,Olivia Newton-John,31294,de,en,es
Q1052640,Nao Ōmori,31290,ja
Q51552,Roman Polanski,31169,de,en,es,fr
Q232514,Belinda,31169,es
Q208582,Akira Toriyama,31143,ja
Q1737905,Keiichi Ishii,31140,ja
Q684967,Ryūhei Matsuda,31135,ja
Q79017400,Keito Mori,31066,ja
Q51666,historical Jesus,31033,de,fr
Q17209132,Yuriyan Retriever,31013,ja
Q467288,Peggy March,31000,de
Q2092409,Juan Fernando Quintero,30944,es
Q3303418,Maïté,30934,fr
Q7251,Alan Turing,30897,de,en,es
Q8927,Marion Cotillard,30890,de,fr
Q30547,Mother Teresa,30868,de,es,fr,ja
Q16864096,Corey Harrison,30868,en,es
Q96711898,Lilas Ikuta,30849,ja
Q1092007,Gaku Hamada,30848,ja
Q42728914,Rodrygo,30809,en,es,fr
Q120342,Michelle Hunziker,30743,de
Q2836528,Mon Laferte,30730,es
Q44063,Reese Witherspoon,30705,de,en,es
Q11604169,Ryūichi Yoneyama,30701,ja
Q11572324,Hyunri,30701,ja
Q298799,Pat Morita,30692,de,en,es,fr
Q120111974,Werenoi,30691,fr
Q637102,Bandō Tamasaburō V,30671,ja
Q1143674,Yukie Nakama,30661,ja
Q63246909,Léon Marchand,30639,fr
Q22127286,Sae Okazaki,30560,ja
Q132462097,Shuto Inomata,30560,ja
Q123406162,Ryūsei Terachi,30499,ja
Q11401995,Yukiya Kitamura,30496,ja
Q20750579,Rina Sasazaki,30467,ja
Q151972,Josephine Baker,30459,fr
Q1188846,Tomoka Kurokawa,30457,ja
Q465749,Kristi Noem,30451,de,es,fr,ja
Q23059202,Vanessa Mai,30400,de
Q11355696,Hajime Miki,30388,ja
Q264589,Carolina Herrera,30374,es
Q1154170,Kenji Sawada,30357,ja
Q911961,Norichika Aoki,30315,ja
Q68462943,Tommi Schmitt,30310,de
Q168704,Niki de Saint Phalle,30300,de,fr
Q71452,Mireille Mathieu,30271,de,fr
Q64333529,Mizuki Kayashima,30266,ja
Q29788794,Yseult,30246,fr
Q5066520,Chadwick Boseman,30232,de,en
Q128736,John Forbes Nash,30199,de,es
Q21529384,Hirofumi Yoshimura,30173,ja
Q11520135,Yasukaze Motomiya,30173,ja
Q17159745,Ayana Shiramoto,30163,ja
Q10855698,Haruka Kinami,30158,ja
Q61058254,Kotone Furukawa,30156,ja
Q1142115,Hiroshi Tamaki,30139,ja
Q5355422,Seiyo Uchino,30128,ja
Q6691,Homer,30127,en,es
Q2096624,Ryo Ryusei,30067,ja
Q76433,Eva Braun,30054,de,en,fr
Q16570499,Gala Montes,30044,es
Q18951229,Bobbi Kristina Brown,30042,de,es,fr
Q484881,Peter Falk,30029,de,fr
Q485298,Gillian Anderson,30024,de,en
Q17158653,Kentaro Sakaguchi,29959,ja
Q568578,Julien Doré,29956,fr
Q55171,Pedro Almodóvar,29776,de,fr
Q1054620,Tomoko Yamaguchi,29710,ja
Q984375,Laurent Wauquiez,29691,fr
Q19729952,Jorge Martín,29685,es,fr
Q619,Nicolaus Copernicus,29679,de,es,ja
Q26763,Tom Schilling,29664,de
Q8193925,Atsuyasu-shinnō,29660,ja
Q572761,Eiza Gonzalez,29628,de,en,es,fr
Q96701,Benjamin von Stuckrad-Barre,29552,de
Q315702,Efraín Juárez,29541,es
Q2570042,Romeo Santos,29505,es
Q199369,Naomi Campbell,29471,de,es,fr
Q20041258,Juri Tanaka,29423,ja
Q459902,Takahiro Sakurai,29390,ja
Q30928219,Sōya Igari,29384,ja
Q229613,Carlos Gardel,29366,es,fr
Q123926230,Konoha Tsukamoto,29347,ja
Q160847,Hideki Tojo,29328,ja
Q11620317,Riku Hagiwara,29327,ja
Q21087713,Nijirō Murakami,29296,en,ja
Q3490437,Sonia Mabrouk,29293,fr
Q728645,Bernard Tapie,29273,fr
Q51506,Richard Attenborough,29269,de,en,fr
Q18962,Adrien Rabiot,29269,es,fr
Q41718,Emiliano Zapata,29137,es
Q26702,Armand-Jean du Plessis, duc de Richelieu,29132,es,fr
Q291731,Anne Sinclair,29091,fr
Q6084644,Ismael Zambada,29070,es
Q16535251,Camille Cottin,29064,fr
Q77810631,Daiki Tsuneta,29021,ja
Q16980697,Kyle Schwarber,29011,en,ja
Q642477,Booba,29007,fr
Q357387,Omar Sy,28984,de,es,fr
Q69907909,Melani García,28980,es
Q706296,Tōru Hashimoto,28974,ja
Q130513956,Yūno Sakura,28905,ja
Q165125,Javier Hernández,28903,es,fr
Q316712,Patrick Duffy,28892,de,fr
Q23215,Adele,28865,de,en,es,fr
