qid,name,pageviews_sum_global,langs_seen
Q1145291,Daisuke Namikawa,12182,ja
Q719307,Pascal Obispo,12179,fr
Q18621188,Tomohiro Anraku,12165,ja
Q311961,Bushido,12139,de
Q102246761,Shoki Murakami,12136,ja
Q34860677,Luis Malagón,12128,es
Q59205608,Antony,12105,es
Q209436,Richard Gasquet,12103,fr
Q1670221,Tamina Kallert,12089,de
Q29882433,Alexis Kohler,12070,fr
Q2673038,Rin Takanashi,12069,ja
Q1204059,Natsuki Katō,12054,ja
Q1039013,Kazuo Matsui,12043,ja
Q109255,Bernard Hinault,12025,fr
Q78205,Armin Laschet,12008,de
Q213427,Aaron Ramsey,12002,es
Q11563084,Kōichi Minato,11999,ja
Q310539,Don Omar,11995,es
Q20816441,Rogelio Hernández,11990,es
Q72555,Bettina Zimmermann,11976,de
Q836154,Nobuyo Ōyama,11972,ja
Q1345336,Nobuhiko Okamoto,11932,ja
Q784751,Pierre Lellouche,11924,fr
Q50328133,Tom Leeb,11917,fr
Q97255,Janin Ullmann,11909,de
Q1918,Franck Ribéry,11900,es,fr
Q26780,Daiki Arioka,11898,ja
Q123643777,GMK,11894,fr
Q17160610,Rie Takahashi,11891,ja
Q6614446,Susana Zabaleta,11889,es
Q117322318,Richard Ríos,11868,es
Q456360,Marina Foïs,11855,fr
Q18637429,Serhou Guirassy,11854,de,fr
Q18223202,Amy Mußul,11853,de
Q49328,Peer Steinbrück,11844,de
Q3219358,Laurent Luyat,11843,fr
Q100454353,Hina Kikuchi,11842,ja
Q2167793,Nicole Appleton,11823,de,es
Q61984,Markus Rühl,11821,de
Q520669,Hōchū Ōtsuka,11814,ja
Q1143670,Shota Matsuda,11809,ja
Q73111870,アレン (タレント),11796,ja
Q59779593,Kazuya Ōhashi,11791,ja
Q5696237,Anna Castillo,11788,es
Q465272,Sonim,11776,ja
Q105064021,Mory Sacko,11760,fr
Q11647753,Akihito Kaneishi,11757,ja
Q921468,Daigo,11752,ja
Q471461,Julio César Chávez,11749,es
Q2355112,Kazumi Kawai,11746,ja
Q3081533,Francis Lalanne,11742,fr
Q63565821,Kimberly Loaiza,11732,es
Q3290623,Margot Laffite,11719,fr
Q943295,Samuel Le Bihan,11716,fr
Q716466,Emilio Azcárraga Jean,11709,es
Q5129320,Claudio Aquino,11693,es
Q2302740,Sophie Dal,11688,de
Q17385969,Kendji Girac,11687,fr
Q8196990,Yuyito González,11683,es
Q18719813,Henry Martín,11664,es
Q1409320,Oliver Wnuk,11664,de
Q19560013,Paula Badosa,11632,es,fr
Q106303,Daniel Auteuil,11623,fr
Q11372567,Makoto Iokibe,11620,ja
Q97153,Lisa Maria Potthoff,11602,de
Q435625,Koyuki,11602,ja
Q1049366,Kazuki Kitamura,11589,ja
Q9055263,Paquita Sauquillo,11581,es
Q1932603,Miguel Díaz-Canel,11563,es
Q1984941,Nicholas Ofczarek,11553,de
Q124397225,Roman Doduik,11553,fr
Q130355,Gilbert Montagné,11552,fr
Q597023,Yuzuru Hanyū,11530,ja
Q236715,Ami Koshimizu,11530,ja
Q109867,Stephanie Stumph,11502,de
Q7677127,Takamaro Fukuoka,11500,ja
Q38277087,Takushi Izawa,11498,ja
Q1947915,Moritz Führmann,11495,de
Q206327,Bernard Kouchner,11490,fr
Q110100,Pietro Lombardi,11481,de
Q1939747,Mitri Sirin,11469,de
Q110716155,Zsolt Sándor Cseke,11461,de
Q1514187,Ryke Geerd Hamer,11451,de
Q113330923,Osito Peru,11450,es
Q76716,Karl Lagerfeld,11448,de
Q6278197,Jorge Lanata,11446,es
Q238869,Elsa Lunghini,11446,fr
Q27151100,Kiho Kanematsu,11439,ja
Q77952,Martina Hill,11438,de
Q5353646,Aki Asakura,11410,ja
Q828285,Bertín Osborne,11402,es
Q16887680,Amir,11400,fr
Q56248486,Carlos Palacios LUIS ALFEDO COLOMA SARAVIA,11378,es
Q15956282,Breel Embolo,11363,es,fr,ja
Q130415676,中村彩賀,11352,ja
Q20062646,Ayuko Tsukahara,11337,ja
Q44620,Franz Josef Strauß,11332,de
Q265782,Noémie Lenoir,11327,fr
Q17353006,Moritz Schularick,11323,de
Q315594,Fumimaro Konoe,11313,ja
Q258777,Sofia Boutella,11311,de,fr
Q295123,Guillaume Depardieu,11309,de,fr
Q76367,Martin Bormann,11295,de
Q3265246,Lucie Bernardoni,11274,fr
Q20041957,Ryō Narita,11254,ja
Q15456947,Carmen Geiss,11245,de
Q11373316,Kai Inowaki,11233,ja
Q1381198,Kilian Jornet,11228,fr
Q7231,Rosa Luxemburg,11217,de
Q58592,Daniel Brühl,11211,de
Q3544015,Takahiro Fujimoto,11200,ja
Q703461,Kento Hayashi,11196,ja
Q50820392,César Huerta,11192,es
Q1370767,Ken Ogata,11184,ja
Q104805145,Michael Manousakis,11165,de
Q560890,Bernard Cazeneuve,11164,fr
Q315507,Manuel Belgrano,11151,es
Q725462,Kengo Kuma,11150,ja
Q539703,Benoît Magimel,11137,fr
Q56424307,Karim Adeyemi,11124,de
Q62515,Gunter Sachs,11123,de,fr
Q3090665,Fujiwara no Takaie,11109,ja
Q3548239,Kin'ya Kitaōji,11102,ja
Q44200,Billy the Kid,11085,de,es,ja
Q3105262,Gianni Giardinelli,11040,fr
Q80062531,Bianca Berding,11019,de
Q106994579,Jūtarō Yamanaka,11013,ja
Q11467389,Mayu Yamaguchi,11001,ja
Q3368925,Patrice Duhamel,10995,fr
Q3418669,Ramzy Bedia,10972,fr
Q88009745,Sara Mortensen,10950,fr
Q518457,André Dussollier,10949,fr
Q66548,Collien Ulmen-Fernandes,10932,de
Q486359,Manny Pacquiao,10929,es,ja
Q128843743,蓮田兵衛,10926,ja
Q5349194,Eiichi Ohtaki,10909,ja
Q2564697,Gustavo Quinteros,10905,es
Q23947250,Makiko Takizawa,10881,ja
Q171736,Robert Duvall,10876,de,es,fr
Q11648723,Naoko Suzuki,10876,ja
Q167828,Lev Yashin,10875,es
Q694343,Arno Klarsfeld,10863,fr
Q2829769,Alain Duhamel,10849,fr
Q78188,Henriette Richter-Röhl,10834,de
Q3545824,Akiko Matsumoto,10833,ja
Q70130,Gil Ofarim,10822,de
Q107182802,Clara Galle,10817,es
Q3545942,Hideki Takahashi,10816,ja
Q108590,Theresa Underberg,10811,de
Q44080929,Pedro Porro,10803,es,fr
Q2926786,Bruno Gaccio,10763,fr
Q487880,Tadahito Iguchi,10749,ja
Q503459,Andreu Buenafuente,10748,es
Q7385338,Ryota Imanari,10734,ja
Q3910,Albert II, Prince of Monaco,10728,es,fr
Q168012,Alizée,10725,fr
Q1633044,Hubert Aiwanger,10725,de
Q2850938,Anne-Sophie Lapix,10723,fr
Q3131365,Tomoe Shinohara,10706,ja
Q24871130,Kaito Takahashi,10697,ja
Q34211,Yasser Arafat,10689,de,fr
Q12860,Ferdinand II of Aragon,10686,es
Q106405,Ulrike Herrmann,10668,de
Q28933211,Ana Mena,10662,es
Q27918012,Asanoyama Hideki,10651,ja
Q2457783,Alberto Núñez Feijóo,10643,es
Q2673,Chuck Norris,10640,de,fr
Q1055604,Anne Watanabe,10618,ja
Q3545495,Rui Sakuragi,10598,ja
Q1138339,Tomoyo Harada,10591,ja
Q2069,Juan Manuel Fangio,10565,es
Q715235,Kanji Ishiwara,10558,ja
Q1478044,Philipp Hochmair,10556,de
Q6169053,Jean-Charles Skarbowsky,10552,fr
Q8342046,Yukari Ōshima,10550,ja
Q825281,Bernhard Hoëcker,10547,de
Q27150862,Sota Fujii,10545,ja
Q1958523,Antonio Aguilar,10534,es
Q37181,Luiz Inácio Lula da Silva,10521,es,fr
Q79294,Federica Brignone,10514,de
Q1313697,Sebastian Pufpaff,10512,de
Q1677882,Karole Rocher,10509,fr
Q131234,Toni Kroos,10509,de,es
Q109304,Sebastian Bezzel,10494,de
Q128840868,Juri Matsuoka,10479,ja
Q114703404,Motoki Nagakura,10474,ja
Q315572,Nobusuke Kishi,10454,ja
Q28699594,Bibian Murakawa,10451,ja
Q167889,Zazie,10442,fr
Q337260,Lino Ventura,10441,de,fr
Q77511267,Humbe,10425,es
Q3119655,Guillaume Bats,10408,fr
Q104651367,Leni Klum,10380,de
Q6142589,Takashi Toritani,10361,ja
Q71848197,Ovidio Guzmán López,10335,es
Q7855,Sébastien Loeb,10333,fr
Q1866182,Liv Lisa Fries,10321,de
Q435771,Guy Roux,10313,fr
Q18613182,Vianney,10285,fr
Q3109431,Miguel Ángel Silvestre,10280,es
Q36597810,Maika Sasaki,10274,ja
Q192943,Catherine Parr,10265,es,fr
Q21226404,Julian Nagelsmann,10262,de
Q4703774,Asami Seto,10242,ja
Q88570,Michael Kessler,10239,de
Q19295594,Mala Emde,10239,de
Q29479266,Manaka Iwami,10232,ja
Q6512064,Jann Mardenborough,10229,es
Q484425,Atsuya Furuta,10214,ja
Q107035929,Andre Vetters,10188,de
Q847901,Seiichi Uchikawa,10184,ja
Q99450,Dietmar Bartsch,10172,de
Q203806,Thomas Gottschalk,10161,de
Q328816,Kotozakura Masakatsu I,10160,ja
Q14252646,Nawell Madani,10142,fr
Q44040,Richard David Precht,10136,de
Q66725900,Apache 207,10125,de
Q359416,George Hamilton,10093,de,fr
Q6172861,Álvaro Escassi,10087,es
Q41871,Paul Newman,10087,de,es,fr
Q38279327,Tsumugi Mitani,10075,ja
Q541078,Takanohana Kōji,10069,ja
Q3302906,Maya Lauqué,10064,fr
Q112650362,Andy Kerbrat,10064,fr
Q310126,Tomiichi Murayama,10051,ja
Q2833411,Alexandre Astier,10043,fr
Q911950,Masahiro Yamamoto,10015,ja
Q113455973,Hanni Pham,10013,ja
Q1041755,Manabu Oshio,9995,ja
Q452173,Marielle de Sarnez,9979,fr
Q96713094,Ayase,9973,ja
Q7850215,Tsuneo Watanabe,9970,ja
Q16298750,Bárbara de Regil,9967,es
Q30497082,Guillaume Kasbarian,9948,fr
Q4907581,Sonia Martínez Mecha,9929,es
Q2934882,Camille Chamoux,9915,fr
Q104925,Anna Loos,9896,de
Q44315,Hide,9891,ja
Q119952441,Hiroki Sekine,9867,ja
Q28690919,Koshihikari Mochida,9857,ja
Q562093,Guy Williams,9844,es,fr
Q9134820,Tomoki Hirose,9832,ja
Q18126401,Lotte Kopecky,9827,de,fr
Q335080,Makoto Shinkai,9803,ja
Q561190,Michel Polnareff,9798,fr
Q973553,Sergio Martínez,9795,es
Q567139,Annika Preil,9747,de
Q23198002,Lilly Becker,9746,de
Q2829063,Akira Hokuto,9736,ja
Q88101,Jaecki Schwarz,9707,de
Q538704,Inka Bause,9685,de
Q1897583,Mariele Millowitsch,9681,de
Q869056,Ayame Gōriki,9649,ja
Q46575524,Yuki Katayama,9648,ja
Q11366701,Atsuhiko Nakata,9641,ja
Q3490412,Sonia Chironi,9622,fr
Q13494,Jean-Pierre Papin,9613,fr
Q3314618,Mimie Mathy,9611,fr
Q313453,Stromae,9587,fr
Q1035807,Ken'ichi Maeyamada,9583,ja
Q62960177,Eduardo Camavinga,9578,es,fr
Q353514,Teddy Riner,9571,fr
Q287336,Guillaume de Tonquédec,9557,fr
Q720749,Gabriele Amorth,9549,es,fr
Q1155343,Ai Kago,9545,ja
Q2433457,Till Reiners,9535,de
Q71314286,Valérie Perrin,9526,fr
Q211204,Carlos Sainz,9523,es,fr
Q45844,Go-Sanjō,9520,ja
Q3855340,Aymeric Laporte,9515,es,fr
Q2826971,Agnès Buzyn,9494,fr
Q16297359,Cayetana Álvarez de Toledo,9494,es
Q17685954,Miyū Ikeda,9465,ja
Q97152,Ann-Kathrin Kramer,9452,de
Q3588002,Élodie Fontan,9442,fr
Q62937046,Marie Bloching,9437,de
Q561820,Teruyuki Kagawa,9437,ja
Q740110,Luc Ferry,9436,fr
Q5943876,Miyu Honda,9418,ja
Q258693,Lorie,9415,fr
Q86743343,Wakana Uehara,9414,ja
Q2020074,Oliver Berben,9378,de
Q312883,Boy George,9377,de,fr
Q23012025,Minatozaki Sana,9374,fr,ja
Q1320494,Scott Eastwood,9366,de,fr
Q471656,Thomas Bangalter,9344,fr
Q3118479,Grégoire Ludig,9341,fr
Q17209576,Shintaro Yokota,9317,ja
Q920705,Britta Ernst,9312,de
Q869978,Yuta Tamamori,9302,ja
Q12688,Jean Jaurès,9297,fr
Q920607,Caleb Landry Jones,9289,fr
Q11472948,Erina Iwata,9265,ja
Q509029,Maurane,9264,fr
Q73012681,Djibril Glissant,9248,fr
Q67216,Sebastian Fitzek,9244,de
Q3845032,Manuel Mijares,9244,es
Q1325171,Jūzō Itami,9228,ja
Q296741,Enrique Peña Nieto,9207,es
Q62070109,Finch,9198,de
Q5889629,Gustavo Gaviria,9196,es
Q20145,IU,9187,es,ja
Q1857676,Florence Foresti,9183,fr
Q1278715,Volker Wissing,9158,de
Q9025419,Luis Zahera,9140,es,fr
Q266670,Megumi Hayashibara,9134,ja
Q10855527,Yasuo Kubo,9127,ja
Q2093776,Pierre Perret,9120,fr
Q152474,Rafael Trujillo,9111,es
Q91985,Karl Dall,9106,de
Q22082627,Julián Andrés Quiñones,9069,es
Q106033279,Alexandre Kominek,9058,fr
Q268529,Najat Vallaud-Belkacem,9025,fr
Q153248,Marguerite Duras,8995,fr
Q468651,Naomi Nishida,8993,ja
Q29346053,Sash JM,8984,de
Q71635,Omid Nouripour,8980,de
Q1894509,Philippe Croizon,8978,fr
Q78928,Karlheinz Böhm,8961,de,fr
Q132545,Henry II of France,8961,fr
Q2512,Kurt Georg Kiesinger,8954,de
Q298149,Ernesto Zedillo,8953,es
Q11358929,Ryūhei Ueshima,8940,ja
Q6426230,Koichi Ogata,8931,ja
Q1371733,Keiji Fujiwara,8910,ja
Q28692831,Shinji Saito,8906,ja
Q11222605,Hikakin,8904,ja
Q15808026,Emilio Sakraya,8890,de,es
Q3543364,Yoshizumi Ishihara,8886,ja
Q1603217,Helmfried von Lüttichau,8880,de
Q75791,Claudia Roth,8861,de
Q485712,Hideki Irabu,8835,ja
Q123135,Pierre Arditi,8834,fr
Q11671392,Yōichi Takahashi,8826,ja
Q96714892,Aki Suda,8817,ja
Q1936,Djibril Cissé,8799,fr
Q1209696,Yūko Ōshima,8782,ja
Q30727691,Tina Kunakey,8776,fr
Q96295,Mirja Boes,8767,de
Q88664635,Omar Montes,8762,es
Q118696640,Luna Nakagawa,8747,ja
Q102195189,Ivan Archivaldo Guzmán Salazar,8734,es
Q11903,Hypatia,8725,es
Q11548933,Inori Minase,8722,ja
Q64823,Florian Lukas,8719,de
Q174231,Emperor Meiji,8658,ja
Q232468,Gianna Nannini,8651,de
Q62555033,Uwe Schüder,8647,de
Q11644012,Kazuyoshi Sakai,8646,ja
Q188482,Robin Gibb,8637,de,es
Q16508833,Felicitas Then,8635,de
Q116870344,Raphaël Arnault,8633,fr
Q127452,Dani Carvajal,8630,es
Q2926826,Bruno Guillon,8621,fr
Q16338100,Pierre Sarkozy,8600,fr
Q3009708,Cécile Bois,8599,fr
Q288394,Éric Tabarly,8594,fr
Q130261229,Haruka Sakuraba,8572,ja
Q457705,Gisèle Halimi,8556,fr
Q96084,Petra Schmidt-Schaller,8549,de
Q103519,Anton Hofreiter,8540,de
Q2202755,Kev Adams,8515,fr
Q3193283,Karine Ferri,8512,fr
Q3085763,François Ruffin,8494,fr
Q17507,Gerard Piqué,8490,es
Q2185,Georges Pompidou,8487,fr
Q106126,Simone Signoret,8476,fr
Q714898,Camille Lacourt,8469,fr
Q20752952,Alexander Kumptner,8469,de
Q150947,Martín Demichelis,8461,es
Q1379132,Eva Brenner,8449,de
Q3298784,Matthieu Lartot,8445,fr
Q356118,Ōkubo Toshimichi,8438,ja
Q105037449,Frédéric Arnault,8436,fr
Q1158518,Damien Saez,8426,fr
Q19362177,Bernd Baumann,8418,de
Q1262527,Alexander Bommes,8414,de
Q170576,Milla Jovovich,8410,de,es,fr
Q1627834,Marco Antonio Solís,8410,es
Q2262821,Sebastian Jacoby,8396,de
Q229313,Jessica Chastain,8385,de,es,fr
Q92247,Anja Schüte,8378,de
Q23062128,Daniel Gerlach,8364,de
Q104816913,Julián Cerati,8356,es
Q1354184,Wakanohana Masaru,8352,ja
Q26255308,Damso,8349,fr
Q1496,Ferdinand Magellan,8346,de,es,fr
Q110403112,Juri Kōsaka,8334,ja
Q75866,Rudolf Heß,8329,de
Q11390719,Utagokoro Rie,8325,ja
Q20164809,Peter Marton,8323,de
Q115180,Steven Gätjen,8322,de
Q64852853,Erik Tegnér,8316,fr
Q71646,Inge Meysel,8314,de
Q258451,Nathalie Péchalat,8312,fr
Q122781887,Karina Milei,8305,es
Q253715,Yūko Ogura,8290,ja
Q89434270,Sam Dylan,8271,de
Q112654108,Louis Boyard,8255,fr
Q11523377,Ayumu Murase,8247,ja
Q55739219,Jaime Lorente,8243,es
Q629888,Ricardo Montaner,8212,es
Q27997862,Melha Bedia,8210,fr
Q108447,Heiko Maas,8208,de
Q106482,Philippe Noiret,8199,fr
Q908782,Masato Sakai,8192,ja
Q21195147,Mikel Oyarzabal,8165,es
Q1185834,Rena Matsui,8160,ja
Q242688,John Hunyadi,8144,de
Q1331319,Rolf Ludwig,8142,de
Q58760,Roger Cicero,8140,de
Q65234593,Kiita Komagine,8138,ja
Q25501424,Dimash Qudaibergen,8136,es
Q20631171,Raphael Hamburger,8125,fr
Q138172,Radamel Falcao,8114,es,fr
Q17160270,Mandy Sekiguchi,8112,ja
Q1138534,Asami Mizukawa,8112,ja
Q2871648,Augustin Trapenard,8074,fr
Q106881027,Kim Higelin,8056,fr
Q131290779,Gordo Dan,8042,es
Q2607,Erich Honecker,8041,de
Q8739,Archimedes,8034,es,fr
Q941949,Natacha Polony,8029,fr
Q566566,Annette Frier,8026,de
Q3529022,Timo Werner,7999,de,fr
Q559403,William Levy,7981,es
Q120975,Kai Pflaume,7981,de
Q3093872,Gabriel Matzneff,7980,fr
Q2883665,Baptiste Lecaplain,7969,fr
Q17517186,Maluma,7967,es,fr,ja
Q320813,Abi Ofarim,7949,de
Q2070073,Rodrigo Aguirre,7924,es
Q18214497,Daniela Prepeliuc,7878,fr
Q2941958,Catherine Laborde,7871,fr
Q55294,Kenneth Branagh,7869,de,fr
Q3121624,Guy Carlier,7835,fr
Q29634279,Marc Ferracci,7824,fr
Q1350622,Fermin Muguruza,7824,es,ja
Q21913126,Junya Ito,7818,ja
Q80471,Miroslav Klose,7815,de
Q2829541,Alain Bauer,7810,fr
Q60621615,Gonçalo Ramos,7791,fr
Q20819716,Ruja Ignatova,7789,de
Q713296,Michel Sapin,7788,fr
Q96047,Mickie Krause,7786,de
Q116856283,Loi,7781,de
Q11353607,Hiroki Nanami,7729,ja
Q3038130,Dounia Coesens,7726,fr
Q735536,Heintje Simons,7721,de
Q41080910,Amira Mohamed Ali,7720,de
Q3343433,Nora Hamzawi,7709,fr
Q37594,William the Conqueror,7706,fr
Q130260977,Kana Itakura,7699,ja
Q1274944,Kery James,7670,fr
Q40896434,Joana Cotar,7647,de
Q2853612,Antoine Arnault,7621,fr
Q20898905,Dani Fernández,7619,es
Q659488,Marie Thérèse of France,7618,fr
Q201810,Marilou Berry,7610,fr
Q1363146,Laurent Voulzy,7599,fr
Q126047616,Nasdas,7591,fr
Q78495,Roland Ratzenberger,7567,de,es
Q270002,Cecil Bolocco,7565,es
Q1055348,Taizō Sugimura,7558,ja
Q189554,Katherine Heigl,7529,de,es
Q982361,Alexandre Jardin,7526,fr
Q133600,Banksy,7521,es,fr
Q1100074,Clemens Schick,7519,de
Q92095,Heinz Hoenig,7517,de
Q724208,Yvan Attal,7510,fr
Q1942172,Alizé Lim,7466,fr
Q3189473,Julien Dray,7451,fr
Q55078258,Ana Guerra,7431,es
Q5930952,Jhon Jairo Velásquez,7403,es
Q3332889,Mélanie Page,7391,fr
Q9054826,Palito Ortega,7389,es
Q3367718,Pascale de La Tour du Pin,7379,fr
Q4504011,Kōji Yamamoto,7359,ja
Q96105248,Enzo Fernández,7339,es
Q7243,Leo Tolstoy,7336,es
Q129092,Fernandel,7331,de,fr
Q38457764,Aaron Wolf,7318,ja
Q151231,Annie Lennox,7304,de
Q112652742,Ersilia Soudais,7294,fr
Q3569176,Willy Rovelli,7258,fr
Q267244,Jacques Villeret,7253,fr
Q7197,Simone de Beauvoir,7239,fr
Q296,Claude Monet,7236,fr,ja
Q47950,Carlos Vela,7217,es
Q1711915,Julia Schöning,7214,de
Q76119,Jürgen von der Lippe,7194,de
Q21706297,Irene Montero,7188,es
Q2632981,Úrsula Corberó,7176,es
Q18810082,Casper Ruud,7148,es,fr
Q117011461,La Joaqui,7137,es
Q3189342,Julien Arnaud,7134,fr
Q96074466,Majo Aguilar,7112,es
Q1928,Hatem Ben Arfa,7102,fr
Q457268,Alexandra Lamy,7101,fr
Q7821917,Antony Blinken,7098,de,ja
Q1382341,Jared Hasselhoff,7094,de
Q230544,Massiel,7089,es
Q2630616,Yann Barthès,7053,fr
Q2863100,Arnaud Ducret,7046,fr
Q18173445,Leïla Slimani,7027,fr
Q48200561,Holger Rune,7017,es,fr,ja
Q1904868,Martin Rütter,7010,de
Q20563227,Thierry Cham,6983,fr
Q91548,Peter Lustig,6966,de
Q1913399,Max Schradin,6966,de
Q82457,William Wallace,6963,es,fr
Q1370870,Kazutoshi Sakurai,6963,ja
Q3018298,David Lisnard,6960,fr
Q9438,Thomas Aquinas,6954,es
Q296876,Maurice Gibb,6944,de,es
Q245207,Florentino Pérez,6890,es
Q118512594,Jimmy Mohamed,6877,fr
Q61906331,Charlie Dalin,6831,fr
Q16027770,Charles Consigny,6806,fr
Q317704,Tchéky Karyo,6802,fr
Q6488358,Laura Karasek,6799,de
Q218679,Colette,6798,fr
Q98755692,Michou,6797,fr
Q23703372,Théo Hernandez,6730,fr
Q231382,Kristen Wiig,6689,de,fr
Q114924158,Pablo Barrios,6685,es
Q62346,Katja Riemann,6680,de
Q853781,Charlotte Casiraghi,6659,fr
Q3898000,Ana Gabriel,6639,es
Q184746,Jane Goodall,6607,de,fr
Q61987083,Guillaume Labbé,6606,fr
Q1844180,Éric Ciotti,6597,fr
Q966867,Nicolas Duvauchelle,6594,fr
Q112913633,Paul El Kharrat,6574,fr
Q3438372,Rodolphe Saadé,6559,fr
Q2898352,Bernard Montiel,6550,fr
Q38757,Bertolt Brecht,6549,de
Q4489,Stefanie Heinzmann,6533,de
Q298310,David Bisbal,6533,es
Q13217306,Lily James,6524,de
Q15992427,Ophélie Meunier,6521,fr
Q4261,Michel Platini,6514,fr
Q95237,Michel Friedman,6506,de
Q106573,Nathalie Baye,6468,fr
Q318808,Baltasar Garzón,6456,es
Q23831214,Eugénie Bastié,6452,fr
Q130358885,Lacazette,6419,de
Q2965934,Christine Kelly,6372,fr
Q2091672,Pedro Fernández,6368,es
Q39607,Antoine Lavoisier,6367,es
Q311748,Gigi D'Agostino,6351,de,es
Q3163903,Jean-Baptiste Boursier,6314,fr
Q62009054,Alexandre Arnault,6296,fr
Q648036,Antoine de Caunes,6265,fr
Q104904549,Natanael Cano,6265,es
Q56074,Rocío Dúrcal,6259,es
Q3336670,Nathalie Saint-Cricq,6251,fr
Q315633,Carlos Salinas de Gortari,6211,es
Q25253293,Victor Osimhen,6145,es,fr
Q435925,Julie Gayet,6101,fr
Q3380121,Philippe Lacheau,5954,fr
Q27756523,Bun Hay Mean,5942,fr
Q3167397,Jean-Marc Jancovici,5932,fr
Q189145,Antonio López de Santa Anna,5920,es
Q157322,Romain Gary,5892,fr
Q380799,M. Pokora,5874,fr
Q520852,Jacques Mesrine,5848,fr
Q105182,Melanie Marschke,5776,de
Q3282056,Malik Bentalha,5733,fr
Q497443,Andreas Giebel,5729,de
Q96678237,Lola Weippert,5703,de
Q29649988,Feid,5680,es
Q3850647,Ana María Polo,5641,es
Q1378391,José Luis Gil,5638,es
Q20823439,Thilo Kehrer,5505,fr,ja
Q217070,Laurent Fabius,5488,fr
Q3290437,Mareva Galanter,5421,fr
Q658160,Myriam Boyer,5310,fr
Q836732,Fernando Colunga,5308,es
Q3336672,Nathalie Simon,5266,fr
Q3124179,Gérard Miller,5214,fr
Q672239,Mosimann,5188,fr
Q606555,Clovis Cornillac,5013,fr
Q5256493,Diomedes Díaz,5002,es
Q3171170,Jean Castex,5000,fr
Q984019,Jocelyn Quivrin,4835,fr
